row,flirtation,identity_attack,insult,severe_toxicity,sexually_explicit,threat,label
2698,0.78376883,0.32471582,0.9132759,0.9430841,0.9518403,0.49388972,Offensive
2699,0.17447567,0.11581294,0.72723687,0.71466947,0.13131788,0.14279863,Profanity
2700,0.22206041,0.1904255,0.79676634,0.7473183,0.59729266,0.111790396,Profanity
2701,0.79192924,0.2477827,0.6142477,0.79610956,0.90230405,0.18033774,Neutral
2702,0.46739164,0.27044937,0.8248648,0.8546382,0.7176295,0.31793076,Offensive
2703,0.7925296,0.43949947,0.79813784,0.89481634,0.96335346,0.35220644,Profanity
2704,0.42794278,0.090016834,0.451584,0.7195984,0.7619059,0.17678511,Profanity
2705,0.42135075,0.2576917,0.9433746,0.8873633,0.8688342,0.25048614,Very offensive
2706,0.65984136,0.19018462,0.64779234,0.82906175,0.95597285,0.39264372,Offensive
2707,0.42194188,0.88987,0.9157749,0.8546382,0.9770172,0.14009191,Very offensive
2708,0.15292478,0.12481374,0.67213106,0.7076797,0.18153556,0.15112145,Profanity
2709,0.57035464,0.49932548,0.7024426,0.7266904,0.95597285,0.2009964,Offensive
2710,0.4419246,0.6069273,0.8671018,0.8546382,0.83308464,0.21461539,Profanity
2711,0.3706244,0.14502372,0.62872,0.7473183,0.39800674,0.20814203,Profanity
2712,0.36198843,0.20598356,0.7478005,0.7616632,0.51694775,0.18758847,Profanity
2713,0.34211522,0.91485286,0.9098734,0.76861036,0.51175994,0.18944533,Offensive
2714,0.4738772,0.59504426,0.9098734,0.89414346,0.7722222,0.43013102,Profanity
2715,0.3995253,0.2824261,0.7675796,0.7795954,0.87872106,0.23510396,Profanity
2716,0.19783595,0.39401352,0.925506,0.78107935,0.4370503,0.21990721,Offensive
2717,0.44923532,0.6609273,0.9234092,0.8567285,0.24817722,0.61691695,Offensive
2718,0.6996141,0.34644008,0.4359378,0.59187996,0.5531792,0.7658759,Offensive
2719,0.55239916,0.24555176,0.7675796,0.70989186,0.9525393,0.30371717,Offensive
2720,0.42729977,0.15119639,0.6277605,0.7473183,0.4174755,0.2520153,Offensive
2721,0.472741,0.43379325,0.8055615,0.73106545,0.38869098,0.2451063,Offensive
2722,0.52500755,0.6069273,0.6309169,0.7551677,0.23661263,0.97864926,Neutral
2723,0.1895811,0.71069056,0.9098734,0.84207654,0.12553892,0.98015046,Profanity
2724,0.59589237,0.60665864,0.93682694,0.8214078,0.6522458,0.3323769,Profanity
2725,0.86205137,0.33158565,0.62802774,0.8819284,0.9642848,0.9805333,Offensive
2726,0.46977663,0.17419246,0.7675796,0.86612374,0.5507603,0.20924196,Offensive
2727,0.30466792,0.4516566,0.93682694,0.89414346,0.51694775,0.15208852,Offensive
2728,0.19084172,0.7293375,0.9527591,0.8005543,0.12128801,0.258704,Offensive
2729,0.0882769,0.8772666,0.93682694,0.72512704,0.14732373,0.10727621,Offensive
2730,0.25329584,0.8031178,0.9469365,0.71256936,0.07606543,0.2395902,Offensive
2731,0.5948416,0.9147883,0.93682694,0.9152373,0.6522458,0.35324854,Offensive
2732,0.17361681,0.114227496,0.72723687,0.7096865,0.15243176,0.12236244,Profanity
2733,0.34269366,0.9586736,0.87233347,0.799519,0.16044915,0.80709213,Extremely offensive
2734,0.34067538,0.14329422,0.656422,0.7473183,0.41298345,0.15191217,Profanity
2735,0.4132967,0.32615602,0.77044475,0.77714014,0.41412795,0.693255,Profanity
2736,0.1857692,0.505284,0.9076751,0.78103775,0.39770904,0.19188479,Offensive
2737,0.32577,0.22083873,0.7675796,0.83169055,0.76744664,0.23879318,Profanity
2738,0.39379457,0.7417752,0.91054076,0.87854964,0.38389242,0.6402032,Offensive
2739,0.8488522,0.2288628,0.72723687,0.7710611,0.9642848,0.76929516,Offensive
2740,0.27849808,0.9089151,0.9076751,0.8404894,0.35901523,0.21403629,Offensive
2741,0.76251656,0.8031178,0.75734025,0.75204134,0.9770172,0.21892041,Profanity
2742,0.4486357,0.27606916,0.86790955,0.88678163,0.6522458,0.24270393,Profanity
2743,0.25703505,0.3145937,0.96998864,0.7312337,0.1121226,0.21401224,Offensive
2744,0.4724721,0.6342086,0.72723687,0.7747133,0.7548834,0.2579658,Profanity
2745,0.40556994,0.9340332,0.9535622,0.91536796,0.38309515,0.31347713,Hate speech
2746,0.5057088,0.9798841,0.9535211,0.9390685,0.83839333,0.52925086,Extremely offensive
2747,0.27517524,0.40757644,0.8394148,0.831315,0.43965915,0.20193186,Profanity
2748,0.19496322,0.30152744,0.9811452,0.89414346,0.6530134,0.2575849,Profanity
2749,0.4210174,0.38819075,0.9098734,0.9450092,0.69111305,0.24255535,Offensive
2750,0.31773123,0.30709326,0.88013244,0.7343331,0.3984625,0.34678575,Profanity
2751,0.36846855,0.4787426,0.71019995,0.8546382,0.1487799,0.98245466,Offensive
2752,0.42788136,0.30025634,0.8681368,0.8947377,0.7991993,0.25403067,Profanity
2753,0.20968077,0.24301411,0.7024426,0.7470948,0.11176659,0.9456398,Neutral
2754,0.53044134,0.32452023,0.7024426,0.78199446,0.77729064,0.80709213,Offensive
2755,0.2166802,0.5902164,0.97533107,0.7205435,0.099392705,0.19668648,Offensive
2756,0.19957763,0.74853826,0.59276253,0.7803569,0.14053376,0.9801357,Neutral
2757,0.86102176,0.09867601,0.5400453,0.757192,0.95597285,0.25380751,Offensive
2758,0.4327622,0.12687708,0.656422,0.7816281,0.6522458,0.2696862,Profanity
2759,0.572711,0.2859942,0.7340342,0.78080785,0.9249143,0.26870605,Offensive
2760,0.48863655,0.6181133,0.92006344,0.85730475,0.9456219,0.26595458,Offensive
2761,0.13352193,0.32352996,0.956985,0.75964063,0.10671063,0.9337984,Offensive
2762,0.13724183,0.5227572,0.8532361,0.7473183,0.16712885,0.22471216,Profanity
2763,0.3285213,0.44386804,0.9605577,0.7473183,0.16558127,0.29656202,Offensive
2764,0.21570005,0.7523031,0.933446,0.7816987,0.14782652,0.20302813,Offensive
2765,0.5863068,0.6222489,0.962022,0.89414346,0.395462,0.8496349,Offensive
2766,0.26608288,0.2883062,0.50959146,0.7694904,0.13576257,0.9545957,Neutral
2767,0.22310193,0.13976409,0.7752801,0.7292377,0.17111185,0.64754957,Offensive
2768,0.35285315,0.40294507,0.9535211,0.76490855,0.29783762,0.21176624,Profanity
2769,0.8437023,0.2392314,0.5518809,0.78233397,0.9770172,0.37143224,Offensive
2770,0.6127851,0.2237234,0.67213106,0.80692214,0.9249143,0.21549352,Profanity
2771,0.4816914,0.14874597,0.5259209,0.7629356,0.38731754,0.63893634,Offensive
2772,0.3480683,0.32680148,0.9230892,0.7156241,0.48673472,0.17942706,Offensive
2773,0.4011621,0.1717088,0.7024426,0.87348443,0.305921,0.9083624,Profanity
2774,0.09340082,0.39218387,0.97796154,0.72380614,0.12598915,0.18114354,Offensive
2775,0.79223806,0.11937489,0.4769833,0.7473183,0.9889302,0.2064397,Offensive
2776,0.2558379,0.47236648,0.9811452,0.91536796,0.36544162,0.36598894,Offensive
2777,0.3547888,0.12845889,0.507181,0.72021943,0.5813343,0.07014139,Profanity
2778,0.6323159,0.40064147,0.77560806,0.7802361,0.9025897,0.3540219,Profanity
2779,0.25285974,0.14732105,0.59276253,0.7473183,0.1869198,0.20644473,Offensive
2780,0.48431528,0.19527659,0.764457,0.7352133,0.42740864,0.4024505,Offensive
2781,0.51541406,0.5228868,0.56019175,0.70042014,0.51694775,0.5553186,Neutral
2782,0.35514298,0.53753424,0.45269802,0.88678163,0.22552556,0.9980843,Very offensive
2783,0.45114335,0.84302884,0.9098734,0.7787985,0.29259124,0.338103,Very offensive
2784,0.26407677,0.13060968,0.5634436,0.71876585,0.33754617,0.2532821,Profanity
2785,0.34468716,0.7205963,0.9605577,0.86612374,0.37114438,0.27400282,Offensive
2786,0.32470092,0.9149589,0.9605577,0.8861025,0.36279336,0.69028175,Very offensive
2787,0.36664802,0.9309879,0.96257085,0.915128,0.7439811,0.36011022,Offensive
2788,0.77793676,0.13656944,0.5211079,0.8227601,0.9642485,0.3060882,Profanity
2789,0.3212444,0.9313326,0.8420678,0.74030375,0.21161845,0.11629627,Extremely offensive
2790,0.16086994,0.15641664,0.78347063,0.7726002,0.51694775,0.16005883,Offensive
2791,0.656201,0.5756633,0.91594505,0.91536796,0.96396166,0.68098116,Offensive
2792,0.376513,0.49461538,0.93682694,0.8546382,0.3862022,0.28123206,Offensive
2793,0.72890604,0.27616,0.9003192,0.86612374,0.96396166,0.30292967,Profanity
2794,0.4977328,0.5219544,0.9539711,0.8193802,0.42700556,0.64553976,Profanity
2795,0.3801931,0.15955082,0.8532361,0.85527277,0.6115326,0.25637162,Profanity
2796,0.51249593,0.32924154,0.7646376,0.71075153,0.7619059,0.20625202,Offensive
2797,0.16077088,0.38392705,0.82290876,0.81840426,0.35968694,0.20043443,Profanity
2798,0.16600354,0.29812437,0.9605577,0.8414118,0.23344995,0.26348007,Profanity
2799,0.45917502,0.21339327,0.8480621,0.89414346,0.8688342,0.33442903,Offensive
2800,0.68117446,0.25786942,0.72743225,0.7043762,0.9525393,0.20771807,Offensive
2801,0.7476994,0.4313448,0.72723687,0.8214078,0.9770172,0.80709213,Offensive
2802,0.25442627,0.8056822,0.934576,0.86612374,0.28771508,0.17411406,Profanity
2803,0.3629127,0.5244448,0.42916434999999997,0.70412636,0.1992793,0.9501774,Neutral
2804,0.17663622,0.824869,0.8437002,0.7023151,0.15453066,0.30039665,Neutral
2805,0.41658452,0.30795214,0.7024426,0.7473183,0.27182344,0.22090366,Profanity
2806,0.7572527,0.27622482,0.7671691,0.807796,0.96418256,0.3382753,Offensive
2807,0.35102767,0.90638536,0.9076751,0.72931165,0.45437288,0.23475403,Offensive
2808,0.15723124,0.90638536,0.9511795,0.77770597,0.31319404,0.16163458,Offensive
2809,0.17491074,0.14558685,0.7144477,0.70432967,0.15772276,0.2137003,Offensive
2810,0.2844728,0.28822812,0.36465684,0.7470226,0.14516157,0.9830792,Neutral
2811,0.22752996,0.41095176,0.9614522,0.88678163,0.7619059,0.12871386,Offensive
2812,0.5017098,0.31799862,0.7582733,0.8766198,0.69036824,0.33577907,Profanity
2813,0.21450709,0.19119471,0.7024426,0.7963856,0.22225985,0.14980462,Offensive
2814,0.15568793,0.1337501,0.9279724,0.77724653,0.18782203,0.21972793,Profanity
2815,0.36348817,0.970353,0.9605577,0.9140562,0.6008554,0.27552313,Hate speech
2816,0.3462712,0.5863202,0.97598577,0.88728154,0.3227969,0.410987,Offensive
2817,0.19286269,0.19122104,0.6304754,0.74585336,0.20505361,0.11980361,Profanity
2818,0.26905116,0.3239946,0.85757893,0.7170115,0.123184,0.9262451,Neutral
2819,0.1935798,0.18706274,0.19998685,0.20820786,0.16235396,0.114913136,Unknown
2820,0.42426845,0.24700052,0.95751315,0.89782524,0.7619059,0.36818412,Offensive
2821,0.7126013,0.40798232,0.8891834,0.8286825,0.9317538,0.35586724,Very offensive
2822,0.45895725,0.6342086,0.97533107,0.91488284,0.6522458,0.43440574,Offensive
2823,0.7230028,0.24027394,0.6055569,0.72872084,0.9541034,0.8699109,Profanity
2824,0.6619087,0.6894879,0.97533107,0.95164716,0.9402256,0.68481,Offensive
2825,0.3943214,0.7937268,0.8074589,0.73282677,0.5761021,0.28390846,Offensive
2826,0.1941968,0.7946424,0.97533107,0.7685172,0.14781964,0.14755532,Very offensive
2827,0.36224484,0.2666104,0.9098734,0.88678163,0.43093327,0.37755677,Offensive
2828,0.35170382,0.3292485,0.9339845,0.73221713,0.2175756,0.29801965,Neutral
2829,0.17112498,0.081165515,0.6070982,0.7171967,0.48759732,0.07075386,Profanity
2830,0.07675299,0.3344672,0.9658004,0.81679213,0.16177817,0.10185332,Offensive
2831,0.31745428,0.47200897,0.90078914,0.79718953,0.2564348,0.6905165,Very offensive
2832,0.21339153,0.29634404,0.76776654,0.7473183,0.22841164,0.20509616,Profanity
2833,0.48338673,0.4688947,0.94630086,0.87800795,0.44188258,0.36342216,Neutral
2834,0.46480376,0.2075045,0.7675796,0.80800045,0.4202719,0.28774124,Offensive
2835,0.30365598,0.3457205,0.42860028,0.79009026,0.124065615,0.9802049,Neutral
2836,0.29326358,0.30322945,0.9092413,0.7846066,0.38296983,0.23013724,Offensive
2837,0.20158266,0.24982437,0.9605577,0.7045844,0.104428485,0.21387227,Offensive
2838,0.47760788,0.49811482,0.82487786,0.8214078,0.8688342,0.20381528,Profanity
2839,0.34094247,0.3163355,0.97609526,0.8867875,0.6522458,0.22202137,Offensive
2840,0.48324355,0.6342086,0.9658004,0.93427706,0.69036824,0.40260017,Offensive
2841,0.43504676,0.9149589,0.94875556,0.88678163,0.7487275,0.39308992,Very offensive
2842,0.79344815,0.25157166,0.69413,0.8341083,0.9770172,0.23299147,Offensive
2843,0.15163936,0.19114119,0.44480342,0.7011872,0.051087283,0.9456398,Neutral
2844,0.48911017,0.5211821,0.8465678,0.7205441,0.22383007,0.35254386,Offensive
2845,0.4109815,0.16087675,0.72723687,0.80764806,0.6522458,0.24692379,Profanity
2846,0.54313064,0.18157679,0.6970823,0.70682013,0.29641575,0.24145162,Profanity
2847,0.34181148,0.9149589,0.8762211,0.8546382,0.6522458,0.26039606,Offensive
2848,0.3085787,0.25641668,0.96183765,0.89414346,0.30936733,0.2732652,Offensive
2849,0.5981492,0.10807804,0.45269802,0.7185205,0.90230405,0.32854524,Profanity
2850,0.2742518,0.70132923,0.9535211,0.91536796,0.42605966,0.2973722,Offensive
2851,0.72433656,0.25557947,0.59276253,0.76987296,0.96396166,0.25194603,Offensive
2852,0.46906543,0.55368245,0.9076751,0.9010186,0.54315436,0.38390198,Offensive
2853,0.3648228,0.33063278,0.9098734,0.8214078,0.315166,0.26841557,Profanity
2854,0.08726155,0.27759248,0.9350271,0.8628973,0.27896792,0.1469255,Offensive
2855,0.5761383,0.15655504,0.8532361,0.8870505,0.9525393,0.23100376,Offensive
2856,0.36764318,0.33887836,0.9076751,0.8546382,0.51694775,0.30050907,Offensive
2857,0.47938806,0.15057896,0.74694836,0.8546382,0.6522458,0.2972678,Profanity
2858,0.47750443,0.8729061,0.77627426,0.78200555,0.44226775,0.2786887,Profanity
2859,0.12870169,0.8914697,0.93682694,0.7178578,0.36624664,0.23815897,Offensive
2860,0.56312084,0.9490587,0.90542406,0.8214078,0.47241563,0.29925492,Extremely offensive
2861,0.38672873,0.84337157,0.88762236,0.7154203,0.49082452,0.12787701,Offensive
2862,0.72300917,0.52423507,0.9535211,0.8918134,0.96363395,0.3939651,Offensive
2863,0.11879169,0.2587167,0.9322569,0.8867316,0.15520391,0.19147025,Offensive
2864,0.33170983,0.95024645,0.9141987,0.76127577,0.14757933,0.21708937,Very offensive
2865,0.45538327,0.2195156,0.6351082,0.7337081,0.2993848,0.9562944,Neutral
2866,0.8898489,0.31759715,0.59720075,0.8214078,0.9556806,0.67010885,Offensive
2867,0.37226385,0.5952086,0.9495029,0.8872622,0.35764378,0.35063946,Offensive
2868,0.7910655,0.95025617,0.87444407,0.89339143,0.9852163,0.30641738,Very offensive
2869,0.36945507,0.9490587,0.8761236,0.7816702,0.29466683,0.22600944,Very offensive
2870,0.7887911,0.17100465,0.67213106,0.8150101,0.90230405,0.44459242,Profanity
2871,0.15700394,0.7505627,0.8906322,0.88841146,0.11895359,0.98011553,Offensive
2872,0.4798623,0.34698215,0.94453466,0.8754049,0.95214593,0.17063116,Offensive
2873,0.5599876,0.5352461,0.8993288,0.87696695,0.652641,0.7658759,Profanity
2874,0.6732016,0.22099322,0.76041603,0.8214078,0.71687454,0.53780085,Profanity
2875,0.2251473,0.94020486,0.9658004,0.9001361,0.49570546,0.3203877,Offensive
2876,0.4440645,0.23474346,0.82485914,0.71867746,0.87872106,0.20872408,Offensive
2877,0.342589,0.5603673,0.9360877,0.8370006,0.5228927,0.22456893,Very offensive
2878,0.2644902,0.32887703,0.7692431,0.8546382,0.0856281,0.9800452,Neutral
2879,0.33788034,0.4547672,0.9811452,0.9450092,0.3334697,0.9830792,Offensive
2880,0.49288386,0.26329583,0.7024426,0.7473183,0.5808805,0.26074353,Profanity
2881,0.8624587,0.19491576,0.66664165,0.8546382,0.95597285,0.41089115,Offensive
2882,0.4139149,0.16216817,0.6137686,0.74565876,0.46751744,0.23065332,Profanity
2883,0.7891717,0.2484566,0.72723687,0.7796666,0.9642259,0.24764939,Profanity
2884,0.57075715,0.52325964,0.93682694,0.8935542,0.7619059,0.47226036,Offensive
2885,0.18261433,0.15480736,0.8017083,0.74235266,0.16687526,0.27890065,Profanity
2886,0.6332539,0.812455,0.96141136,0.91536796,0.91655165,0.9008303,Very offensive
2887,0.107013546,0.32828632,0.9811452,0.87631387,0.34554076,0.18339841,Offensive
2888,0.37246606,0.4598076,0.7649046,0.86612374,0.6522458,0.9545957,Offensive
2889,0.19109526,0.27416363,0.36598858,0.72165745,0.1013159,0.9803516,Neutral
2890,0.40207124,0.8588957,0.88432986,0.86612374,0.45550376,0.6010181,Very offensive
2891,0.12534155,0.33819836,0.9811452,0.86612374,0.23830123,0.22522812,Offensive
2892,0.7242457,0.32998297,0.8208041,0.7244955,0.8688342,0.2864019,Offensive
2893,0.15342343,0.56268126,0.92713547,0.8868812,0.51694775,0.18896593,Very offensive
2894,0.54913116,0.18107402,0.6533267,0.7790564,0.90230405,0.37355116,Profanity
2895,0.45553145,0.6794795,0.796805,0.8437717,0.6522458,0.32343268,Profanity
2896,0.41854078,0.09683151,0.6295662,0.70544153,0.51694775,0.20442945,Profanity
2897,0.38396034,0.32321408,0.9076751,0.8871219,0.44498143,0.32257345,Offensive
2898,0.112429306,0.24930939,0.92501026,0.77484876,0.15479508,0.9083624,Offensive
2899,0.21640925,0.25097802,0.72723687,0.7169967,0.17045666,0.23984635,Profanity
2900,0.5254934,0.52421093,0.8772522,0.8364525,0.71145886,0.80709213,Offensive
2901,0.49085176,0.3315421,0.38694042,0.7261654,0.22725083,0.98559517,Neutral
2902,0.40939263,0.19916889,0.59276253,0.7023876,0.15425137,0.8767544,Neutral
2903,0.19524997,0.83947235,0.8532361,0.7808813,0.16962966,0.3147452,Extremely offensive
2904,0.8277735,0.39069572,0.67213106,0.8084377,0.87872106,0.30063224,Offensive
2905,0.19456746,0.123138696,0.72724015,0.7806776,0.31083402,0.19884591,Profanity
2906,0.49476725,0.53742945,0.76440823,0.70161563,0.51694775,0.3751972,Offensive
2907,0.4802089,0.13640489,0.6327559,0.7815143,0.6778391,0.64925873,Profanity
2908,0.55842805,0.48249865,0.7675796,0.8038264,0.91655165,0.27635667,Offensive
2909,0.23187721,0.9309879,0.9535211,0.7781281,0.40212423,0.20145878,Very offensive
2910,0.49873942,0.5243211,0.6559605,0.70543206,0.625906,0.38332656,Neutral
2911,0.13182215,0.28619212,0.88561946,0.8000571,0.30474746,0.21889529,Very offensive
2912,0.46947572,0.39344388,0.72723687,0.91536796,0.8688342,0.9816522,Very offensive
2913,0.6478073,0.8031178,0.807422,0.8285123,0.9514462,0.3071548,Very offensive
2914,0.44937053,0.5713336,0.8532361,0.8546382,0.8379727,0.21543637,Offensive
2915,0.48845744,0.5765448,0.82505864,0.8546382,0.76588696,0.34883472,Profanity
2916,0.60387164,0.21993703,0.8180266,0.85599726,0.98463625,0.2609671,Offensive
2917,0.43552235,0.7208025,0.71597683,0.7392512,0.40489402,0.44046146,Offensive
2918,0.78997123,0.9490587,0.92501026,0.9063236,0.95597285,0.6808515,Very offensive
2919,0.16619657,0.32320824,0.93682694,0.8546382,0.45664892,0.22191252,Offensive
2920,0.47220784,0.8147601,0.77008575,0.7963461,0.4584368,0.4973423,Neutral
2921,0.10730624,0.25880837,0.97533107,0.88678163,0.27338558,0.16299039,Offensive
2922,0.17696716,0.15862119,0.82485914,0.7068857,0.38320628,0.19344625,Offensive
2923,0.074051335,0.25461614,0.9321659,0.71362144,0.0902313,0.1264428,Neutral
2924,0.3801449,0.1697591,0.646625,0.7473183,0.40189815,0.2338315,Profanity
2925,0.24992839,0.1924174,0.20542537,0.22923945,0.18229231,0.17904095,Unknown
2926,0.37904826,0.5210811,0.93682694,0.86676675,0.7619059,0.22195135,Offensive
2927,0.44229627,0.17126727,0.631908,0.7292065,0.51694775,0.23675956,Profanity
2928,0.4808422,0.1884935,0.7804411,0.78456646,0.45266867,0.21340367,Profanity
2929,0.4987995,0.34615886,0.7835673,0.86497897,0.41148537,0.7658759,Profanity
2930,0.2575853,0.4293393,0.9573403,0.7641975,0.2541587,0.20861343,Offensive
2931,0.15197995,0.5871303,0.35245204,0.7183693,0.09070665,0.9800452,Neutral
2932,0.8437023,0.6814739,0.8772522,0.8920381,0.9525393,0.8496349,Offensive
2933,0.34666508,0.8772666,0.92501026,0.9030406,0.7991993,0.30799833,Offensive
2934,0.28587088,0.127383,0.8394148,0.77939683,0.15521021,0.32503211,Profanity
2935,0.55801725,0.5339154,0.92501026,0.8546382,0.6522458,0.4403312,Offensive
2936,0.07943506,0.1317117,0.8772522,0.812284,0.06192244,0.23992977,Profanity
2937,0.10599336,0.18507485,0.9357494,0.73933357,0.06457925,0.13043149,Profanity
2938,0.5348238,0.33128804,0.76829684,0.7166809,0.6522458,0.33720547,Profanity
2939,0.3421498,0.91421705,0.92501026,0.7473183,0.38656217,0.610668,Offensive
2940,0.32597017,0.24296395,0.67213106,0.73617756,0.38374084,0.16408421,Offensive
2941,0.13741048,0.13760087,0.71258557,0.7023424,0.13303187,0.207942,Profanity
2942,0.47082976,0.23272994,0.72738886,0.81217474,0.6522458,0.2564623,Offensive
2943,0.37360224,0.1127937,0.39477128,0.7249828,0.38142204,0.70882154,Profanity
2944,0.19580504,0.60067046,0.9637969,0.9073968,0.5605351,0.218881,Offensive
2945,0.2875517,0.84560513,0.8271398,0.8619734,0.4549944,0.2548227,Offensive
2946,0.868293,0.28118834,0.6837094,0.7788086,0.96396166,0.39000338,Offensive
2947,0.52623475,0.34002697,0.656422,0.8125336,0.7722222,0.16668475,Offensive
2948,0.39746773,0.13276699,0.59276253,0.81774807,0.6522458,0.80709213,Offensive
2949,0.47859845,0.58691555,0.84861076,0.8388882,0.87872106,0.2706762,Offensive
2950,0.20487727,0.1846235,0.5624883,0.77992857,0.26188678,0.30698487,Profanity
2951,0.3467438,0.7140216,0.9414493,0.89414346,0.32338005,0.43119156,Offensive
2952,0.60815686,0.29933697,0.627192,0.7473183,0.9518403,0.21967013,Offensive
2953,0.2692322,0.3055031,0.8997495,0.77031815,0.19593397,0.2028232,Offensive
2954,0.5402559,0.36329797,0.72723687,0.8154272,0.7131862,0.23319544,Profanity
2955,0.37457737,0.25353476,0.654768,0.8214078,0.51694775,0.22418615,Offensive
2956,0.59704185,0.27359957,0.80814856,0.8226757,0.7991993,0.36680272,Offensive
2957,0.14627244,0.07973595,0.55410445,0.7364494,0.26411566,0.15723689,Profanity
2958,0.45877224,0.30630094,0.92501026,0.71223414,0.7991993,0.13927832,Offensive
2959,0.37545517,0.11840545,0.65821034,0.8150466,0.41713336,0.5855379,Offensive
2960,0.63725364,0.42044115,0.74773395,0.8708153,0.7722222,0.48952183,Profanity
2961,0.08368435,0.3944294,0.7995502,0.95162666,0.034500513,0.98902833,Very offensive
2962,0.6402658,0.32574293,0.60867745,0.77689904,0.6522458,0.34503597,Profanity
2963,0.06254569,0.5232028,0.6203709,0.80891895,0.04230306,0.9830792,Offensive
2964,0.5466979,0.9309879,0.962853,0.9456558,0.9254332,0.5516648,Very offensive
2965,0.16812159,0.5534403,0.97533107,0.9484598,0.36015722,0.37047577,Offensive
2966,0.74083745,0.5229231,0.92501026,0.91536796,0.9249143,0.80709213,Offensive
2967,0.45754796,0.4934051,0.9580687,0.8767834,0.3863485,0.8496349,Offensive
2968,0.5999547,0.19181398,0.85499895,0.8546382,0.7722222,0.2548182,Offensive
2969,0.3656097,0.12231285,0.6450146,0.7295453,0.49233156,0.22874069,Offensive
2970,0.5984897,0.30836332,0.8394148,0.91536796,0.7856309,0.41107714,Offensive
2971,0.43499896,0.48682782,0.9623562,0.9317078,0.52779555,0.6180281,Offensive
2972,0.46744436,0.53131264,0.6398126,0.704599,0.51694775,0.37312078,Unknown
2973,0.72908205,0.33215898,0.7024426,0.7622775,0.95597285,0.5181948,Profanity
2974,0.1731317,0.14122431,0.8394148,0.78040916,0.16411477,0.27143234,Profanity
2975,0.26995558,0.26365396,0.79732037,0.75429004,0.29656416,0.2424019,Profanity
2976,0.30178833,0.6894879,0.55949205,0.772313,0.16406785,0.9804965,Unknown
2977,0.47701558,0.43197653,0.796868,0.8214078,0.7722222,0.36825928,Profanity
2978,0.27122378,0.71642613,0.95717824,0.7473183,0.14821744,0.2680563,Offensive
2979,0.2855626,0.31176,0.8394148,0.8214078,0.38176513,0.1905881,Offensive
2980,0.4850473,0.17370705,0.51629007,0.70410556,0.34323335,0.36941323,Neutral
2981,0.35986236,0.2963338,0.7790845,0.7833598,0.31102905,0.19848174,Offensive
2982,0.67558265,0.094613485,0.389222,0.71181995,0.91655165,0.2370404,Profanity
2983,0.23575826,0.16569929,0.7795874,0.7696063,0.37801552,0.22380848,Profanity
2984,0.12472722,0.2919026,0.9076751,0.73227,0.11245787,0.070464835,Offensive
2985,0.098272994,0.26891485,0.63058865,0.72316915,0.045630142,0.9621058,Neutral
2986,0.26665297,0.13554871,0.777643,0.71966684,0.224586,0.13530546,Offensive
2987,0.6023175,0.15960146,0.656422,0.77350646,0.9518403,0.4064133,Profanity
2988,0.33246374,0.2022091,0.59276253,0.7641519,0.3125462,0.7722592,Profanity
2989,0.29741985,0.68597156,0.9658004,0.95164716,0.76104504,0.26374516,Offensive
2990,0.34560096,0.095734864,0.44699398,0.70286417,0.39174703,0.25015393,Profanity
2991,0.30071297,0.19244407,0.8421015,0.8214078,0.48051634,0.23044744,Offensive
2992,0.39973307,0.81167907,0.9076751,0.7818638,0.2948285,0.2788441,Offensive
2993,0.52869993,0.4688169,0.9535211,0.89944357,0.6522458,0.4317715,Offensive
2994,0.2977138,0.81136084,0.96518743,0.9450092,0.594505,0.9083624,Very offensive
2995,0.47344476,0.639491,0.6615388,0.72323453,0.51694775,0.38484555,Offensive
2996,0.4688146,0.9340332,0.8532361,0.7796169,0.29416677,0.27238876,Extremely offensive
2997,0.2663867,0.6069273,0.9605577,0.89414346,0.6522458,0.29417363,Very offensive
2998,0.38492754,0.18307196,0.67213106,0.74616283,0.7991993,0.10338745,Profanity
2999,0.37801003,0.6342086,0.9334938,0.88684064,0.6059273,0.304381,Offensive
3000,0.3151678,0.9340332,0.76263237,0.74446744,0.35219163,0.8496349,Offensive
3001,0.38010412,0.9320733,0.82503694,0.7156382,0.20787233,0.3481439,Extremely offensive
3002,0.47152388,0.19474949,0.72723687,0.8094333,0.69036824,0.2710999,Profanity
3003,0.19710878,0.09748732,0.5237269,0.714804,0.42891863,0.07423089,Profanity
3004,0.7299783,0.27867407,0.7024426,0.718121,0.9770172,0.22869068,Offensive
3005,0.87069356,0.21132034,0.51517576,0.7473183,0.95597285,0.69646347,Profanity
3006,0.55111384,0.6069273,0.9658004,0.89414346,0.6522458,0.2610473,Offensive
3007,0.20411943,0.8181486,0.7974574,0.8214078,0.6522458,0.19572963,Profanity
3008,0.23751588,0.28642166,0.9389753,0.7193766,0.46287885,0.18961799,Profanity
3009,0.28135478,0.15399225,0.7660719,0.78225726,0.30476633,0.4075782,Offensive
3010,0.4011591,0.23269236,0.72654474,0.80073607,0.43485537,0.2438695,Profanity
3011,0.40757567,0.10335098,0.6533229,0.7359332,0.51694775,0.3175677,Profanity
3012,0.57739985,0.38564542,0.8492636,0.90361786,0.9770172,0.6371554,Offensive
3013,0.12659755,0.9143566,0.9811452,0.90844953,0.38594016,0.17644541,Very offensive
3014,0.4061941,0.14057831,0.81352067,0.7093935,0.6522458,0.51794493,Profanity
