row,flirtation,identity_attack,insult,severe_toxicity,sexually_explicit,threat,label
193,0.47225973,0.6871342,0.65165234,0.7473183,0.45306125,0.54892975,Offensive
194,0.07903822,0.27507305,0.9854358,0.8214078,0.11107223,0.26649177,Offensive
195,0.2742946,0.33403084,0.7664554,0.8185686,0.5628003,0.20248772,Profanity
196,0.78115016,0.3328587,0.76397914,0.91749173,0.96512157,0.9803268,Very offensive
197,0.4767181,0.36368164,0.90188026,0.8546382,0.77750695,0.3199803,Very offensive
198,0.24296172,0.9017742,0.93682694,0.7190198,0.31112555,0.15354377,Offensive
199,0.614539,0.6894879,0.70313895,0.715577,0.51694775,0.39396426,Unknown
200,0.22536859,0.15828869,0.7280004,0.71467113,0.31116456,0.16709536,Offensive
201,0.09763503,0.19146255,0.843004,0.71452487,0.09009486,0.12669463,Neutral
202,0.6277961,0.44073424,0.8693734,0.91536796,0.9529194,0.6820106,Offensive
203,0.11085134,0.6069273,0.656422,0.73355967,0.06576882,0.9806111,Neutral
204,0.2441424,0.25396746,0.97533107,0.8650456,0.6288795,0.2012397,Profanity
205,0.43272203,0.28807664,0.93682694,0.8868069,0.51694775,0.4684419,Offensive
206,0.4481139,0.17499073,0.69269127,0.733206,0.50310606,0.28680074,Profanity
207,0.8437023,0.112543374,0.45269802,0.7473183,0.98315,0.18982577,Profanity
208,0.38283587,0.2511206,0.67213106,0.8214078,0.7991993,0.3554464,Profanity
209,0.37040344,0.6069273,0.9066752,0.7184391,0.16276975,0.37647703,Offensive
210,0.17612217,0.9490587,0.97533107,0.7804548,0.07179687,0.25889042,Offensive
211,0.4143504,0.4928134,0.83188313,0.82212836,0.7885615,0.19999827,Profanity
212,0.8728602,0.47999296,0.6592171,0.74145234,0.96485406,0.3252403,Offensive
213,0.25014865,0.19872499,0.72723687,0.8157588,0.56714195,0.17399542,Profanity
214,0.63269246,0.3046155,0.86783284,0.77971643,0.5437213,0.18334885,Offensive
215,0.14568041,0.3669137,0.9044119,0.7473183,0.14983991,0.24049489,Profanity
216,0.355814,0.11196624,0.6621901,0.7078196,0.418838,0.11423674,Profanity
217,0.34412304,0.16830951,0.77004236,0.8552915,0.31027895,0.36953145,Profanity
218,0.48799646,0.41735554,0.72771657,0.83263427,0.6522458,0.33608216,Profanity
219,0.657991,0.5068147,0.8447601,0.88678163,0.69036824,0.377713,Offensive
220,0.16421068,0.077759326,0.5314123,0.7128593,0.29667854,0.11239765,Profanity
221,0.4419246,0.6069273,0.8671018,0.8546382,0.83308464,0.21461539,Profanity
222,0.8437023,0.25970447,0.656422,0.7694451,0.963977,0.35663912,Very offensive
223,0.11667757,0.19913189,0.9795438,0.72596264,0.05731333,0.2753773,Offensive
224,0.15292507,0.44494647,0.7024426,0.88678163,0.10163177,0.9803634,Neutral
225,0.46469152,0.5261768,0.72789985,0.8135089,0.6426313,0.2823617,Offensive
226,0.2500173,0.0977602,0.7196321,0.7210431,0.25723043,0.21026644,Offensive
227,0.49729854,0.15010126,0.7675796,0.8214078,0.6522458,0.25768554,Offensive
228,0.4223372,0.9687153,0.93682694,0.86612374,0.51694775,0.3946742,Very offensive
229,0.2510387,0.4052972,0.94952387,0.7417362,0.22459267,0.35935968,Neutral
230,0.35917464,0.30718616,0.94681334,0.8546382,0.29524025,0.40410167,Offensive
231,0.28056398,0.2824779,0.7514148,0.84992576,0.13332869,0.9456398,Neutral
232,0.48905247,0.13032313,0.5169218,0.72161376,0.74548113,0.25039187,Profanity
233,0.36093998,0.37896216,0.8858195,0.88678163,0.6642697,0.24610654,Profanity
234,0.86283785,0.41376185,0.7626733,0.8214078,0.96396166,0.5016142,Offensive
235,0.4563302,0.14916915,0.5160331,0.74243647,0.5811473,0.2592095,Profanity
236,0.3778132,0.69343543,0.96002513,0.91536796,0.7722222,0.36204723,Offensive
237,0.72497773,0.49331287,0.92011565,0.7773712,0.51694775,0.2444305,Profanity
238,0.17452914,0.247212,0.8394148,0.8351452,0.29870954,0.16670585,Profanity
239,0.51222384,0.11698448,0.5386261,0.71580976,0.7722222,0.25240046,Profanity
240,0.25732115,0.3243061,0.9186244,0.7784283,0.18530793,0.22674897,Profanity
241,0.15155171,0.8772666,0.97317874,0.8214078,0.11755745,0.20177922,Offensive
242,0.4959401,0.5856307,0.66899073,0.71161896,0.6237873,0.36520708,Unknown
243,0.30700362,0.24204949,0.8049005,0.8214078,0.7722222,0.21289171,Profanity
244,0.2631934,0.7677611,0.59276253,0.73193055,0.220412,0.9235386,Offensive
245,0.859409,0.34187016,0.72723687,0.8898756,0.992763,0.29541373,Offensive
246,0.42823946,0.4491353,0.824997,0.86612374,0.69036824,0.31801635,Profanity
247,0.5145553,0.81136084,0.9098734,0.88701004,0.83839333,0.39034548,Very offensive
248,0.12776625,0.40013397,0.90961796,0.73267436,0.16546808,0.28922364,Neutral
249,0.4073646,0.9490587,0.8293521,0.89414346,0.7991993,0.41428426,Profanity
250,0.64259344,0.3233375,0.7667664,0.8115059,0.9525393,0.63868827,Offensive
251,0.4556088,0.18557243,0.9089104,0.8214078,0.8991217,0.120903544,Very offensive
252,0.47576195,0.20944256,0.8811186,0.82836086,0.4534954,0.26095867,Profanity
253,0.36352235,0.47642097,0.9098734,0.8918104,0.66058874,0.36429602,Offensive
254,0.61189866,0.637964,0.67213106,0.7473183,0.6522458,0.6833399,Unknown
255,0.40076417,0.46358955,0.8443996,0.7473183,0.21739617,0.24217254,Offensive
256,0.8437023,0.44076574,0.67213106,0.8846532,0.98716193,0.22092067,Offensive
257,0.3197025,0.22616759,0.770178,0.8502227,0.4113219,0.29395017,Profanity
258,0.23694345,0.3248544,0.90259826,0.8172108,0.3087015,0.16456169,Profanity
259,0.4454519,0.3599051,0.9375789,0.9149209,0.8688342,0.24813274,Offensive
260,0.34246513,0.17130719,0.7563632,0.80467314,0.29707125,0.2946098,Offensive
261,0.46884248,0.44191095,0.93682694,0.91536796,0.83839333,0.69069135,Offensive
262,0.17763881,0.5058361,0.9623902,0.9450092,0.36575446,0.9797329,Offensive
263,0.1422411,0.18144476,0.800487,0.7473183,0.21826912,0.2133481,Offensive
264,0.75990766,0.16478598,0.65072584,0.7405276,0.9770172,0.20494056,Profanity
265,0.94800824,0.10533919,0.39432305,0.738116,0.9651564,0.23430061,Profanity
266,0.3140083,0.90638536,0.8908678,0.8214078,0.6522458,0.28794146,Very offensive
267,0.36211452,0.18928161,0.9429782,0.8616395,0.7652745,0.2842256,Neutral
268,0.1728069,0.23994435,0.9269266,0.7430345,0.14535147,0.20410515,Offensive
269,0.21954268,0.33011866,0.9626173,0.8546382,0.38103494,0.25039476,Offensive
270,0.21774589,0.5096684,0.9423349,0.70372623,0.20209777,0.1898447,Neutral
271,0.4419246,0.6069273,0.8671018,0.8546382,0.83308464,0.21461539,Profanity
272,0.7875835,0.9340332,0.9535211,0.91536796,0.9770172,0.45407352,Extremely offensive
273,0.20779559,0.59568685,0.96562517,0.79043055,0.1878007,0.20138444,Offensive
274,0.31456834,0.42371303,0.78183866,0.88686514,0.28942215,0.4319691,Profanity
275,0.21562524,0.26642588,0.1737271,0.27260962,0.11794569,0.3540547,Offensive
276,0.22238666,0.37377575,0.93439287,0.7902877,0.1270284,0.26527965,Profanity
277,0.39513865,0.3329287,0.6555566,0.81650454,0.6522458,0.35559687,Offensive
278,0.47382087,0.15473248,0.67213106,0.8214078,0.64424783,0.25211716,Profanity
279,0.19708009,0.15958674,0.92049444,0.88678163,0.43370607,0.11773483,Offensive
280,0.6073014,0.13823734,0.6526813,0.76542526,0.730772,0.5644838,Profanity
281,0.78891087,0.12624095,0.59276253,0.74290186,0.9518403,0.22276366,Offensive
282,0.4902262,0.4933883,0.82498163,0.88678163,0.7722222,0.16330881,Offensive
283,0.3469463,0.23914382,0.25891784,0.2786508,0.2216587,0.21905985,Profanity
284,0.38248104,0.23209918,0.6313415,0.7780732,0.31351697,0.24656181,Offensive
285,0.245647,0.8031178,0.9508456,0.89414346,0.38783437,0.36868557,Very offensive
286,0.12690005,0.45009845,0.8977977,0.81551343,0.15832023,0.22538449,Profanity
287,0.30406108,0.6894879,0.9535211,0.9173418,0.38562244,0.611398,Offensive
288,0.5228864,0.6069273,0.9326694,0.88678163,0.9249143,0.39854422,Profanity
289,0.47021744,0.40714902,0.7675796,0.7126326,0.55396855,0.2779602,Profanity
290,0.54582006,0.6342086,0.9626112,0.90161204,0.5286355,0.5304918,Offensive
291,0.2789655,0.9149589,0.9630013,0.9448865,0.38627255,0.3123968,Offensive
292,0.12279617,0.38996318,0.9842542,0.72222006,0.08330759,0.2090341,Offensive
293,0.4307213,0.28256604,0.49159026,0.5187337,0.4431095,0.25082248,Unknown
294,0.5731877,0.24436766,0.6310314,0.7253369,0.97255117,0.253659,Profanity
295,0.79234624,0.2761315,0.7024426,0.79624975,0.95597285,0.5440656,Profanity
296,0.4916039,0.6009402,0.9658004,0.95164716,0.9483159,0.38273457,Profanity
297,0.10788076,0.15070936,0.74081624,0.7063561,0.097580954,0.14817752,Profanity
298,0.18457699,0.14837529,0.7274911,0.7166929,0.16906524,0.23985146,Profanity
299,0.39632967,0.13480793,0.56304216,0.70328146,0.6522458,0.22554123,Profanity
300,0.044369854,0.20032729,0.9854358,0.8039527,0.07953834,0.124831766,Offensive
301,0.32252356,0.31804338,0.9076751,0.88678163,0.4141058,0.25454292,Offensive
302,0.6332946,0.26372734,0.59276253,0.7843256,0.98315,0.21476413,Offensive
303,0.37276617,0.58625007,0.5157868,0.71271765,0.1620783,0.9262451,Neutral
304,0.53099316,0.52190167,0.8248677,0.8214078,0.9249143,0.24926798,Profanity
305,0.15546861,0.9490587,0.9464962,0.85741353,0.35811627,0.11585228,Very offensive
306,0.3556272,0.90638536,0.88023144,0.74375415,0.51694775,0.17057703,Profanity
307,0.2578331,0.30858314,0.91647303,0.7473183,0.19706847,0.37562478,Profanity
308,0.80827177,0.13033733,0.59276253,0.7473183,0.96396166,0.22283635,Profanity
309,0.35653585,0.6793648,0.79760885,0.7349168,0.1400139,0.6861088,Profanity
310,0.7275899,0.19828415,0.45269802,0.70643216,0.98315,0.16872394,Offensive
311,0.3731806,0.10414625,0.5157868,0.70381045,0.3847168,0.22298184,Profanity
312,0.47473678,0.17205419,0.6331529,0.8214078,0.46806645,0.9262451,Profanity
313,0.72636,0.15950203,0.657846,0.8138827,0.9889302,0.22518297,Offensive
314,0.256844,0.39950392,0.9076751,0.7473183,0.3001707,0.28039744,Profanity
315,0.70878834,0.26776507,0.67213106,0.80607015,0.98315,0.20712258,Offensive
316,0.4828213,0.9340332,0.91957015,0.8582814,0.9770172,0.18809573,Very offensive
317,0.39497796,0.4320262,0.85386544,0.88678163,0.7619059,0.30855343,Profanity
318,0.24673574,0.12559214,0.8184051,0.8154103,0.26674238,0.24632032,Profanity
319,0.2836388,0.104109384,0.78346115,0.7473183,0.25020713,0.14957815,Profanity
320,0.71420497,0.4275522,0.77653444,0.8214078,0.95198774,0.78523713,Offensive
321,0.35380197,0.5113711,0.9076751,0.86612374,0.80987805,0.22320847,Profanity
322,0.5537528,0.10795141,0.8120108,0.73182213,0.7490689,0.2257988,Neutral
